millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
165103,231,223,321,502,366,-8.28,-4.28,-2.63,3
165203,216,220,317,500,352,-8.79,-4.28,-2.47,3
165303,194,215,270,433,294,-8.24,-6.43,-1.8,3
165403,182,215,214,367,253,-6.9,-5.69,-1.37,3
165504,177,208,174,311,235,-7.41,-5.84,-0.71,0
165603,176,205,160,287,219,-7.57,-5.69,-0.71,0
165703,175,203,154,277,210,-7.92,-6,-0.35,0
165804,175,205,152,273,207,-9.06,-5.81,0.71,0
165903,177,202,152,271,206,-9.85,-6.24,1.29,0
166003,176,202,151,270,206,-8.55,-5.69,0.75,0
166203,178,208,172,305,221,-9.61,-6.32,1.22,0
166303,178,213,237,378,242,-8.51,-6,0.39,0
166403,175,218,284,441,265,-6.9,-5.88,-0.98,3
166503,181,217,308,474,299,-6.83,-5.3,-1.8,3
166603,189,218,317,494,327,-7.06,-5.06,-2.04,3
166703,201,219,318,504,340,-7.49,-4.82,-2.75,3
166803,206,222,315,496,350,-7.88,-4.98,-2.67,3
166903,209,220,294,505,355,-7.57,-3.8,-3.14,3
167003,211,219,307,502,360,-8.75,-4.55,-2.94,3
167103,214,219,307,499,360,-8.63,-4.55,-2.86,3
167203,210,218,303,496,359,-7.57,-3.92,-2.98,3
167303,198,217,260,442,308,-6.86,-5.77,-2.12,3
167403,185,215,219,372,270,-8.36,-6.51,-0.55,3
167503,178,212,176,321,235,-6.98,-5.92,-0.59,0
167603,177,209,162,300,224,-6.98,-5.18,-0.98,0
167703,175,191,158,291,221,-7.96,-4.94,-0.82,0
167803,174,205,156,288,220,-8.9,-4.75,0.12,0
167903,174,204,146,289,219,-9.61,-4.82,0.27,0
168003,175,205,162,293,212,-9.34,-5.06,0,0
168103,176,215,220,362,245,-9.57,-5.69,0.86,0
168203,178,219,267,430,268,-9.18,-6.16,0.2,3
168303,177,218,284,455,281,-6.98,-4.94,-1.73,3
168403,181,217,302,480,316,-7.45,-4.75,-2.35,3
168503,189,218,302,444,333,-7.92,-4.79,-2.59,3
168603,197,218,304,499,345,-7.77,-4.47,-2.82,3
168704,204,219,307,503,351,-7.65,-3.88,-2.94,3
168803,220,223,306,502,362,-7.88,-4.31,-3.22,3
168903,235,216,304,500,366,-8.55,-4.12,-3.3,3
169004,239,215,308,499,370,-8.67,-3.73,-3.57,3
169103,236,214,305,497,372,-8.55,-3.84,-3.06,3
169203,237,214,307,496,372,-8.24,-4.12,-2.98,3
169403,197,211,250,409,280,-8,-6.12,-1.33,3
169503,181,212,200,351,246,-8.08,-6.16,-0.12,0
169603,177,211,168,309,230,-7.88,-5.18,-0.59,0
169703,175,208,157,289,223,-8.43,-6,-0.04,0
169803,173,209,154,281,218,-8.75,-5.73,0.55,0
169903,172,203,153,281,217,-9.22,-5.33,0.71,0
170003,171,204,150,280,214,-9.18,-4.94,0.39,0
170103,172,204,153,282,218,-9.14,-4.71,0.04,0
170203,176,210,198,341,237,-9.96,-5.45,0.12,0
170303,176,216,273,430,259,-8.2,-5.53,-0.12,3
170403,180,220,299,477,284,-6.43,-5.37,-2.04,3
170503,200,221,314,495,312,-6,-5.26,-2.9,3
170603,226,220,312,503,334,-7.53,-4.98,-2.39,3
170703,238,220,312,506,345,-7.65,-4.08,-3.26,3
170803,242,220,315,503,345,-7.96,-3.53,-3.61,3
170903,240,222,313,502,357,-8.16,-3.77,-3.1,3
171003,241,221,315,501,365,-8.63,-3.57,-3.33,3
171103,238,225,315,499,367,-9.02,-4.16,-2.43,3
171203,239,224,307,497,366,-8.39,-3.84,-2.9,3
171303,218,218,294,473,331,-6.9,-3.92,-2.51,3
171403,200,215,236,392,267,-7.69,-6.28,-0.94,3
171503,185,216,187,332,239,-8.39,-5.57,-0.2,0
171603,179,211,166,304,230,-8.32,-5.06,-0.2,0
171703,176,208,162,295,227,-8.28,-4.71,-0.16,0
171803,174,207,160,296,225,-9.73,-4.79,1.26,0
171904,174,206,161,294,227,-9.57,-4.51,1.06,0
172003,173,205,160,292,226,-8.67,-4.31,0.71,0
172103,174,205,160,292,227,-9.41,-4.51,0.82,0
172204,178,210,182,311,233,-9.61,-5.06,0.35,0
172303,179,221,260,409,261,-9.02,-5.45,0.82,3
172403,167,222,297,462,291,-8.83,-6,0.04,3
172603,200,221,314,495,329,-6.75,-5.61,-2.08,3
172703,213,220,323,503,339,-7.37,-5.33,-2.47,3
172803,223,222,322,509,343,-7.81,-4,-3.45,3
172903,234,226,325,505,353,-8.04,-4.2,-3.41,3
