millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
78603,228,203,152,277,202,-9.89,-2.55,-0.94,0
78703,215,205,153,278,216,-10.36,-2.67,-1.45,0
78803,257,212,155,290,225,-10.47,-2.98,-1.22,0
78903,261,281,229,382,285,-9.34,-3.02,-1.45,8
79003,318,364,308,460,366,-9.22,-3.14,-2.08,8
79104,348,394,327,475,370,-8.59,-3.41,-2.04,8
79203,343,392,324,483,401,-8.43,-4.31,-1.84,8
79303,355,389,323,472,390,-8.04,-4.75,-2.67,8
79404,361,383,321,474,388,-8.08,-4.79,-2.9,8
79503,350,412,319,470,393,-3.92,-4,-2.71,8
